Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?,Reading Speed
42,Female,White,Married,College graduate,Employed part-time,"$30,000 to under $40,000",15,No,No,No,Got the book some other way,No,No,275
40,Male,White,Married,High school graduate,Not employed for pay,"$40,000 to under $50,000",15,Yes,No,No,Purchased the book,Yes,No,224
39,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",15,Yes,No,No,Borrowed the book from a library,No,Yes,322
39,Male,White,Married,College graduate,Have own business/self-employed,"$30,000 to under $40,000",15,Yes,Yes,Yes,Purchased the book,No,No,289
39,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",15,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,282
39,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",15,Yes,No,No,Got the book some other way,Yes,Yes,274
37,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",15,Yes,No,Yes,Purchased the book,No,Yes,300
36,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$40,000 to under $50,000",15,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,244
35,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",15,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,288
33,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",15,No,No,Yes,Purchased the book,Yes,No,345
32,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,287
32,Male,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",15,Yes,Yes,Yes,Purchased the book,No,Yes,241
31,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",15,Yes,No,Yes,Purchased the book,Yes,No,276
30,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",15,Yes,No,Yes,Borrowed the book from a library,No,No,348
30,Female,White,Married,College graduate,Not employed for pay,"$50,000 to under $75,000",15,Yes,No,No,Purchased the book,Yes,No,284
27,Female,White,Never been married,College graduate,Employed full-time,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a friend or family member,No,No,286
24,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",15,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,314
23,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",15,Yes,No,Yes,Purchased the book,Yes,Yes,326
23,Female,White,Never been married,College graduate,Not employed for pay,"$30,000 to under $40,000",15,Yes,No,No,Purchased the book,No,No,318
22,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a friend or family member,No,No,322
22,Male,White,Single,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",15,Yes,Yes,Yes,Purchased the book,Yes,Yes,319
18,Female,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",15,Yes,No,No,Borrowed the book from a library,No,No,205
17,Female,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",15,Yes,No,No,Purchased the book,No,Yes,204
17,Male,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",15,Yes,No,No,Borrowed the book from a library,No,Yes,199
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",15,Yes,No,No,Borrowed the book from a friend or family member,No,No,199
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",15,Yes,No,No,Borrowed the book from a library,Yes,Yes,201
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$75,000 to under $100,000",15,Yes,No,No,Got the book some other way,No,Yes,199
52,Female,Refused,Widowed,"Some college, no 4-year degree",Not employed for pay,Refused,14,Yes,No,No,Purchased the book,No,No,289
16,Male,Asian or Pacific Islander,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",14,Yes,No,Yes,Borrowed the book from a library,Yes,No,198
80,Male,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",14,Yes,No,No,Borrowed the book from a library,Yes,Yes,297
77,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",14,Yes,No,Yes,Purchased the book,Yes,No,304
64,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,14,Yes,No,No,Purchased the book,No,No,311
53,Male,White,Married,"Some college, no 4-year degree",Retired,"9$100,000 to under $150,000",14,Yes,No,No,Got the book some other way,No,Yes,282
52,Male,White,Never been married,College graduate,Not employed for pay,"$40,000 to under $50,000",14,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,301
52,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",14,Yes,No,Yes,Purchased the book,Yes,Yes,288
16,Female,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",14,Yes,No,No,Borrowed the book from a library,No,Yes,200
47,Female,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",13,Yes,No,No,Purchased the book,No,Yes,235
24,Male,Black or African-American,Single,High school graduate,Employed full-time,"$10,000 to under $20,000",13,No,Yes,No,Borrowed the book from a friend or family member,No,Yes,227
21,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",13,Yes,No,No,Purchased the book,No,Yes,294
52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,13,Yes,Yes,No,Borrowed the book from a library,No,Yes,305
52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",13,Yes,Yes,No,Purchased the book,Yes,Yes,289
50,Female,White,Widowed,College graduate,Retired,"$75,000 to under $100,000",13,Yes,No,No,Purchased the book,No,Yes,288
42,Female,White,Separated,College graduate,Employed full-time,"$40,000 to under $50,000",13,Yes,No,Yes,Purchased the book,No,Yes,290
34,Female,White,Divorced,High school graduate,Employed full-time,"$30,000 to under $40,000",13,Yes,No,Yes,Purchased the book,Yes,No,230
30,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,"$75,000 to under $100,000",13,Yes,No,No,Purchased the book,Yes,Yes,359
22,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",13,Yes,No,No,Purchased the book,Yes,No,305
17,Male,White,Never been married,High school incomplete,Employed part-time,"$100,000 to under $150,000",13,Yes,No,No,Borrowed the book from a library,No,Yes,199
16,Female,White,Never been married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",13,Yes,No,Yes,Purchased the book,No,Yes,197
78,Male,Refused,Married,Post-graduate training/professional school after college,Retired,Refused,12,Yes,No,No,Purchased the book,Yes,No,308
76,Male,Refused,Married,"Some college, no 4-year degree",Employed part-time,"$40,000 to under $50,000",12,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,285
63,Male,Other,Married,College graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,No,Purchased the book,Yes,Yes,288
23,Male,Other,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",12,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,228
17,Female,Other,Never been married,High school incomplete,Employed part-time,"$100,000 to under $150,000",12,Yes,No,Yes,Purchased the book,Yes,Yes,203
69,Male,Native American/American Indian,Married,Post-graduate training/professional school after college,Retired,Refused,12,Yes,No,No,Purchased the book,Yes,No,310
52,Male,Native American/American Indian,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",12,Yes,No,No,Borrowed the book from a friend or family member,No,No,290
41,Male,Native American/American Indian,Divorced,High school graduate,Not employed for pay,"$10,000 to under $20,000",12,Yes,No,No,Purchased the book,Yes,No,226
47,Female,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",12,Yes,Yes,No,Purchased the book,Yes,Yes,294
44,Female,Mixed race,Divorced,College graduate,Employed full-time,"$75,000 to under $100,000",12,Yes,No,No,Purchased the book,No,Yes,282
39,Male,Mixed race,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",12,No,Yes,Yes,Purchased the book,No,Yes,223
27,Male,Mixed race,Married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",12,Yes,No,No,Purchased the book,No,No,280
17,Male,Mixed race,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",12,Yes,No,No,Got the book some other way,No,No,202
18,Female,Asian or Pacific Islander,Never been married,High school incomplete,Not employed for pay,"$75,000 to under $100,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,198
78,Female,Black or African-American,Widowed,College graduate,Retired,"$40,000 to under $50,000",12,Yes,No,No,Borrowed the book from a library,Yes,No,298
75,Male,Black or African-American,Widowed,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",12,Yes,Yes,Yes,Borrowed the book from a library,Yes,No,284
66,Male,Black or African-American,Separated,"Technical, trade or vocational school AFTER high school",Retired,Refused,12,Yes,No,Yes,Purchased the book,Yes,Yes,243
62,Female,Black or African-American,Single,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",12,Yes,No,No,Got the book some other way,No,No,296
61,Male,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,Refused,12,Yes,No,No,Purchased the book,Yes,Yes,309
59,Female,Black or African-American,Divorced,High school graduate,Retired,"Less than $10,000",12,Yes,No,No,Purchased the book,Yes,Yes,233
58,Female,Black or African-American,Divorced,High school graduate,Retired,"$30,000 to under $40,000",12,Yes,No,No,Purchased the book,Yes,Yes,231
56,Female,Black or African-American,Divorced,High school graduate,Employed full-time,"$40,000 to under $50,000",12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,228
49,Female,Black or African-American,Separated,College graduate,Employed full-time,"$100,000 to under $150,000",12,Yes,No,No,Purchased the book,Yes,Yes,289
43,Male,Black or African-American,Divorced,College graduate,Employed full-time,"$75,000 to under $100,000",12,Yes,No,No,Purchased the book,No,Yes,294
42,Female,Black or African-American,Separated,High school graduate,Employed full-time,"$10,000 to under $20,000",12,Yes,No,No,Borrowed the book from a library,Yes,No,221
41,Male,Black or African-American,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",12,No,No,No,Borrowed the book from a library,No,No,199
40,Female,Black or African-American,Single,"Some college, no 4-year degree",Employed full-time,Refused,12,Yes,No,No,Purchased the book,Yes,Yes,288
35,Female,Black or African-American,Never been married,College graduate,Employed full-time,"$30,000 to under $40,000",12,Yes,No,No,Purchased the book,Yes,No,291
35,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",12,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,349
31,Female,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,"$10,000 to under $20,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,243
18,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"$75,000 to under $100,000",12,Yes,No,Yes,Purchased the book,Yes,No,283
91,Male,White,Widowed,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,307
87,Female,White,Married,College graduate,Retired,Refused,12,No,No,Yes,Got the book some other way,Yes,Yes,287
86,Male,White,Married,High school graduate,Retired,"$10,000 to under $20,000",12,Yes,Yes,No,Borrowed the book from a library,Yes,No,225
83,Male,White,Married,College graduate,Retired,Refused,12,No,No,No,Purchased the book,Yes,No,287
83,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$50,000 to under $75,000",12,Yes,No,Yes,Purchased the book,No,Yes,281
80,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,302
80,Male,White,Married,"Some college, no 4-year degree",Retired,Refused,12,Yes,No,No,Purchased the book,Yes,Yes,280
79,Female,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"9$100,000 to under $150,000",12,Yes,Yes,No,Purchased the book,Yes,Yes,248
78,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$10,000 to under $20,000",12,Yes,No,No,Got the book some other way,Yes,Yes,309
